similarity,sentence1,sentence2
0,young man walking dog,man walking cat
1,young man walking dog,man training dog
2,young man walking dog,man dog
1,woman patterned shirt hands plate food another woman apron two women work background,maids get ready clean house
1,woman patterned shirt hands plate food another woman apron two women work background,upstanding citizens work soup kitchen benefit hungry
2,woman patterned shirt hands plate food another woman apron two women work background,several women collaborate hand food
2,large house three stories 3 matching balconies one person standing balcony overlooking onlookers,house balconies
1,large house three stories 3 matching balconies one person standing balcony overlooking onlookers,house beach
0,large house three stories 3 matching balconies one person standing balcony overlooking onlookers,house single storied
2,one woman dark coat walking city,woman outdoors
1,one woman dark coat walking city,woman walking sidewalk
0,one woman dark coat walking city,woman standing building
2,man hat boots brown pants playing violin outside front black structure,man playing violin
1,man hat boots brown pants playing violin outside front black structure,street performer playing violin hoping donations
0,man hat boots brown pants playing violin outside front black structure,homeless man stolen childs violin order fulfill fantasy joining london symphony orchestra
1,two people embrace end dock,two married couple
2,two people embrace end dock,two people near water
2,two kids standing ocean hugging,two kids outdoors
0,two kids standing ocean hugging,children playing basketball
1,two kids standing ocean hugging,two kids enjoy day beach
2,crowd people watching hot air balloons inflate,people watching hot air balloons inflating
0,crowd people watching hot air balloons inflate,one person watching plane prepare sky diving trip
1,crowd people watching hot air balloons inflate,people watching hot air balloons inflating prepare trip
2,little girl hat sits womans feet sand front pair colorful tents,girl wearing hat
0,little girl hat sits womans feet sand front pair colorful tents,girl woman inside
1,little girl hat sits womans feet sand front pair colorful tents,girl related woman
2,dog licks nose,dog licking nose
1,dog licks nose,brown dog licking nose
0,dog licks nose,cat licking fur
0,man women dancing together street,cat hissing something
1,man women dancing together street,man woman dancing together rain
2,man women dancing together street,man woman dancing together
1,brown dog laying side beige carpet green object foreground,dog favorite toy next lay
2,brown dog laying side beige carpet green object foreground,brown dog laying carpet green thing next
0,brown dog laying side beige carpet green object foreground,dog dead
1,girl brown hair brown shirt building gingerbread house,girl going eat gingerbread house finishes
0,girl brown hair brown shirt building gingerbread house,girl blonde hair
2,girl brown hair brown shirt building gingerbread house,girl brown hair
2,black dog front waterfall,dog front waterfall
0,black dog front waterfall,dog dancing rains
1,black dog front waterfall,dog drinking stream
1,group power workers site car crash,car crashed power pole
1,group power workers site car crash,power workers trying restore power
0,group power workers site car crash,group power workers site plane crash
0,girl striped black white sweater holds friend bent wearing hooded black sweater torn blue jeans,girl alone bedroom asleep
1,girl striped black white sweater holds friend bent wearing hooded black sweater torn blue jeans,girl wearing jeans
2,girl striped black white sweater holds friend bent wearing hooded black sweater torn blue jeans,girl touching friend
2,two girls long brown hair sit floor view window behind showing town,two girls long brown hair sit floor
1,two girls long brown hair sit floor view window behind showing town,two girls straight long brown hair sit floor
0,two girls long brown hair sit floor view window behind showing town,two girls long brown hair sit spaceship
2,man military outfit handing something plastic bag group children outside near brown building,man handing plastic bag group children
1,man military outfit handing something plastic bag group children outside near brown building,group children receiving gift
0,man military outfit handing something plastic bag group children outside near brown building,man civilian clothes hands bag group children
1,man woman sit deck blue sky overtaken tumultuous clouds,man woman sitting blue sky good time
2,man woman sit deck blue sky overtaken tumultuous clouds,many clouds blue sky
0,man woman sit deck blue sky overtaken tumultuous clouds,man woman sitting home
2,two women stand beach perform stretches yoga together facing towards water away camera,two people exercising outside
