similarity,sentence1,sentence2
2,three dogs different shades brown white biting licking,three dogs
1,three dogs different shades brown white biting licking,dog playing
1,two dogs playfully bite third dog tongue sticking,two puppies bite mother pants
0,two dogs playfully bite third dog tongue sticking,two dogs sleeping third eats food
2,two dogs playfully bite third dog tongue sticking,pair dogs tease third nibbles
0,three small puppies bite play together grass,puppies sleeping basket
1,three small puppies bite play together grass,playing dog park
2,three small puppies bite play together grass,three puppies playing outside
1,two dogs biting another dog field,dogs bitting
2,two dogs biting another dog field,dogs attacking another dog
0,two dogs biting another dog field,dog sitting filed
0,tourists waiting train stop,tourist walking around art museum
1,tourists waiting train stop,group tourist waiting train outside
2,tourists waiting train stop,group tourist waiting train train station
2,doctor blue scrubs performing operation assisted two men woman,old man talking
0,doctor blue scrubs performing operation assisted two men woman,boys angry
1,doctor blue scrubs performing operation assisted two men woman,child happy
1,woman black jacket walks past outdoor movie poster,female leaving movie theatre
2,woman black jacket walks past outdoor movie poster,woman walking outside
0,woman black jacket walks past outdoor movie poster,woman cleaning
2,man elf hat holding white umbrella standing sidewalk two men,man stands
0,man elf hat holding white umbrella standing sidewalk two men,loves like red red wig
1,man elf hat holding white umbrella standing sidewalk two men,others nearby
0,indian lady guy blue suit dancing sunlight,woman eats pickle
2,indian lady guy blue suit dancing sunlight,two people dancing outdoors
1,indian lady guy blue suit dancing sunlight,two people dancing band performs
2,two older men talking,two people conversation
1,two older men talking,men exchanging ideas
0,two older men talking,crowd talking
1,mountain biker jumping slope outdoors forest area,going fast
2,mountain biker jumping slope outdoors forest area,biker jumps trees
0,mountain biker jumping slope outdoors forest area,arent bikes
1,mountain biker jumping slope outdoors forest area,person trying learn new tricks bike
2,mountain biker jumping slope outdoors forest area,biker jumping hole
2,mountain biker jumping slope outdoors forest area,person rides bike outdoors
1,mountain biker jumping slope outdoors forest area,biker man woman
2,mountain biker jumping slope outdoors forest area,theres biker
1,mountain biker jumping slope outdoors forest area,biker jumps wooded area
1,mountain biker jumping slope outdoors forest area,biker using small bike jump hole
2,mountain biker jumping slope outdoors forest area,avoiding trees
0,mountain biker jumping slope outdoors forest area,mountain biker going desert trail
0,mountain biker jumping slope outdoors forest area,biker trying jump volcano
0,mountain biker jumping slope outdoors forest area,hes indoors
0,mountain biker jumping slope outdoors forest area,person riding bobsled
1,two older men winter coats talking outside shop grassy lawn covered light coat snow front,old men discussing weather
2,two older men winter coats talking outside shop grassy lawn covered light coat snow front,two old men winter coats talk outside
0,two older men winter coats talking outside shop grassy lawn covered light coat snow front,old men wearing raincoats
